GUID,Date (PST),Country,State/Region,City/Urban Area,Category
1018614302448783360,7/15/2018 14:52,France,Rhône-Alpes,,Positive
1018614558817046528,7/15/2018 14:53,Korea,Seoul,Seoul,Positive
1018614628421685248,7/15/2018 14:53,Guatemala,Guatemala,Guatemala,Negative
1018614689213960193,7/15/2018 14:54,France,Île-de-France,Paris,Positive
1018615041560666114,7/15/2018 14:55,Nigeria,Lagos,Lagos,Positive
1018615747885576192,7/15/2018 14:58,United States,,,Positive
1018615899526397952,7/15/2018 14:58,France,Rhône-Alpes,Lyon,Positive
1018616730564767744,7/15/2018 15:02,Korea,Seoul,Seoul,Positive
1018619478169538561,7/15/2018 15:13,Pakistan,Punjab,Rawalpindi,Positive
1018619745212518401,7/15/2018 15:14,Brazil,Santa Catarina,,Positive
1018620767074902016,7/15/2018 15:18,United Kingdom,North West,Manchester,Positive
1018621342352982017,7/15/2018 15:20,Philippines,Western Visayas (Region VI),Iloilo,Positive
1018621524205596678,7/15/2018 15:21,United Kingdom,South Western,Glasgow,Positive
1018622473896591360,7/15/2018 15:24,France,Île-de-France,Paris,Positive
1018622804126851072,7/15/2018 15:26,United Kingdom,,,Positive
1018624875173310465,7/15/2018 15:34,Indonesia,Nusa Tenggara Timur,Kupang,Positive
1018625032820547591,7/15/2018 15:35,South Africa,Orange Free State,Bloemfontein,Positive
1018625386635251717,7/15/2018 15:36,Germany,,,Positive
1018626068637310976,7/15/2018 15:39,Mexico,Puebla,Puebla,Positive
1018626195531788288,7/15/2018 15:39,Indonesia,Jakarta Raya,Jakarta,Positive
1018626285621448704,7/15/2018 15:40,France,,,Positive
1018626327375642626,7/15/2018 15:40,United Kingdom,North West,Liverpool,Positive
1018626950078828544,7/15/2018 15:42,France,Île-de-France,Paris,Positive
1018627493849391104,7/15/2018 15:44,Ghana,Greater Accra,Accra,Negative
1018627543786803201,7/15/2018 15:45,France,Île-de-France,Paris,Positive
1018627645230190592,7/15/2018 15:45,Peru,Arequipa,Arequipa,Positive
1018627658056388608,7/15/2018 15:45,France,Provence-Alpes-Côte-d'Azur,,Positive
1018628319317721090,7/15/2018 15:48,France,Rhône-Alpes,Annecy,Positive
1018628477778423808,7/15/2018 15:48,Korea,,,Positive
1018629334108602368,7/15/2018 15:52,Australia,New South Wales,Sydney,Positive
1018629636207460352,7/15/2018 15:53,Philippines,National Capital Region,Manila,Positive
1018633081929035777,7/15/2018 16:07,South Africa,North West,Rustenburg,Positive
1018633377698734080,7/15/2018 16:08,Algeria,Alger,Algiers,Positive
1018634054105817088,7/15/2018 16:10,India,Andhra Pradesh,Hyderabad,Positive
1018634066948747265,7/15/2018 16:11,Ghana,,,Positive
1018636040033234950,7/15/2018 16:18,Nigeria,Lagos,Lagos,Positive
1018637206548828166,7/15/2018 16:23,Saudi Arabia,Ar Riyad,Riyadh,Positive
1018637642232188928,7/15/2018 16:25,South Africa,,,Positive
1018637716819410945,7/15/2018 16:25,Nigeria,Lagos,Lagos,Positive
1018639479333060608,7/15/2018 16:32,New Zealand,,,Positive
1018641036061630464,7/15/2018 16:38,Algeria,Alger,Algiers,Positive
1018641997198970883,7/15/2018 16:42,Brazil,São Paulo,Sao Paulo,Positive
1018642638625484802,7/15/2018 16:45,Uruguay,,,Positive
1018643127479832576,7/15/2018 16:47,Malaysia,,,Positive
1018643145209282560,7/15/2018 16:47,Ghana,Greater Accra,Accra,Positive
1018643438315687936,7/15/2018 16:48,United States,Texas,,Positive
1018645215396032512,7/15/2018 16:55,Canada,British Columbia,Vancouver,Positive
1018645238103982080,7/15/2018 16:55,Australia,Australian Capital Territory,Canberra,Positive
1018646591731716096,7/15/2018 17:00,Thailand,Central,Bangkok,Positive
1018652305086767105,7/15/2018 17:23,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018653097420361728,7/15/2018 17:26,Brazil,Amazonas,Manaus,Positive
1018657487086587904,7/15/2018 17:44,Mexico,Distrito Federal,Mexico City,Positive
1018657865228267520,7/15/2018 17:45,Saudi Arabia,,,Positive
1018658321795112961,7/15/2018 17:47,Brazil,Paraná,Curitiba,Positive
1018659643227136000,7/15/2018 17:52,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018660422629580800,7/15/2018 17:55,Indonesia,Jawa Barat,Bandung,Negative
1018660436688818176,7/15/2018 17:55,Thailand,Central,Bangkok,Positive
1018662544624574466,7/15/2018 18:04,Russia,Siberian,Krasnoyarsk,Positive
1018663023781638144,7/15/2018 18:06,Indonesia,,,Positive
1018665202777247744,7/15/2018 18:14,Venezuela,Anzoátegui,Barcelona,Positive
1018666192297345024,7/15/2018 18:18,Malaysia,,,Positive
1018667050477080576,7/15/2018 18:22,Indonesia,Jakarta Raya,Jakarta,Positive
1018668060591427585,7/15/2018 18:26,United States,,,Positive
1018669235352924160,7/15/2018 18:30,United States,California,Los Angeles,Positive
1018669519005335552,7/15/2018 18:31,United States,California,Los Angeles,Positive
1018670134813216768,7/15/2018 18:34,Iran,,,Positive
1018670610031898630,7/15/2018 18:36,Japan,,,Positive
1018672824389693449,7/15/2018 18:45,Uzbekistan,,,Positive
1018674344526934016,7/15/2018 18:51,Philippines,National Capital Region,Manila,Positive
1018674710861606913,7/15/2018 18:52,Japan,Aichi,,Positive
1018674965170622464,7/15/2018 18:53,India,Tamil Nadu,,Positive
1018675510107230208,7/15/2018 18:55,Indonesia,Jawa Barat,Bandung,Positive
1018675869114499072,7/15/2018 18:57,India,Tamil Nadu,Madurai,Positive
1018679137819430912,7/15/2018 19:10,Thailand,Central,Bangkok,Positive
1018680004274778114,7/15/2018 19:13,Brazil,São Paulo,Sao Paulo,Positive
1018683406069071873,7/15/2018 19:27,India,,,Positive
1018690114963361792,7/15/2018 19:53,Mexico,Distrito Federal,Mexico City,Positive
1018691718302953472,7/15/2018 20:00,Indonesia,Jawa Timur,Malang,Positive
1018693537490087936,7/15/2018 20:07,India,Karnataka,Bangalore,Positive
1018696444499226624,7/15/2018 20:18,India,Tamil Nadu,Chennai,Positive
1018698733100335104,7/15/2018 20:27,Brazil,Rio de Janeiro,,Positive
1018700745216966656,7/15/2018 20:35,Bangladesh,Dhaka,Dhaka,Positive
1018701084317978624,7/15/2018 20:37,Spain,,,Positive
1018701751409696770,7/15/2018 20:39,India,,,Positive
1018703220086996992,7/15/2018 20:45,Indonesia,Jakarta Raya,Jakarta,Positive
1018703552993095680,7/15/2018 20:47,United States,Washington,Seattle,Positive
1018704345985114112,7/15/2018 20:50,Pakistan,,,Positive
1018708521917902848,7/15/2018 21:06,Korea,,,Negative
1018709533034713088,7/15/2018 21:10,South Africa,Gauteng,Johannesburg,Positive
1018711145048403969,7/15/2018 21:17,United Arab Emirates,Dubay,Dubai,Positive
1018711877189283840,7/15/2018 21:20,Pakistan,,,Positive
1018713508106645504,7/15/2018 21:26,India,Daman and Diu,Daman,Positive
1018713527584985088,7/15/2018 21:26,Peru,Lima Province,Lima,Positive
1018714871117111297,7/15/2018 21:32,South Africa,Gauteng,,Positive
1018716889030320128,7/15/2018 21:40,United States,,,Positive
1018717630033620992,7/15/2018 21:43,India,,,Positive
1018718140933517312,7/15/2018 21:45,Nigeria,Oyo,Ibadan,Positive
1018719547795410944,7/15/2018 21:50,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018719565952397312,7/15/2018 21:50,United States,California,,Positive
1018720223590043648,7/15/2018 21:53,Mexico,Distrito Federal,Mexico City,Positive
1018720762503581696,7/15/2018 21:55,United Kingdom,North West,Manchester,Positive
1018721572356542466,7/15/2018 21:58,Nigeria,Lagos,Lagos,Positive
1018721946589171712,7/15/2018 22:00,Turkey,Marmara Region,Istanbul,Positive
1018722286390599680,7/15/2018 22:01,Indonesia,Jakarta Raya,Jakarta,Positive
1018722478594519041,7/15/2018 22:02,Indonesia,Jawa Timur,Tuban,Positive
1018723533701242880,7/15/2018 22:06,Belgium,,,Positive
1018727547498950656,7/15/2018 22:22,India,,,Positive
1018728872312016898,7/15/2018 22:27,United Arab Emirates,Dubay,Dubai,Positive
1018729456708542464,7/15/2018 22:30,Kenya,Nairobi,Nairobi,Positive
1018731330367033344,7/15/2018 22:37,Uganda,,,Positive
1018731750556667904,7/15/2018 22:39,Netherlands,,,Positive
1018735479666044935,7/15/2018 22:54,India,Orissa,,Positive
1018737121241260033,7/15/2018 23:00,Nigeria,,,Positive
1018742018317565952,7/15/2018 23:19,Indonesia,Jawa Timur,Surabaya,Positive
1018742309578526720,7/15/2018 23:21,United States,Texas,San Antonio,Positive
1018743340412669953,7/15/2018 23:25,Nigeria,Lagos,Lagos,Positive
1018748385539559424,7/15/2018 23:45,United Kingdom,Eastern,,Positive
