GUID,Date (PST),Country,State/Region,City/Urban Area,Category
1018528800827691008,7/15/2018 9:12,France,Île-de-France,Paris,Positive
1018528883635834881,7/15/2018 9:13,United Kingdom,West Midlands,Birmingham,Negative
1018528906926854145,7/15/2018 9:13,Brazil,Minas Gerais,Divinopolis,Positive
1018529062535364608,7/15/2018 9:13,Indonesia,Jawa Timur,Surabaya,Positive
1018529095066509317,7/15/2018 9:13,United States,New York,New York,Positive
1018529100586156033,7/15/2018 9:13,United States,,,Positive
1018529495878430720,7/15/2018 9:15,Brazil,,,Positive
1018529613650255873,7/15/2018 9:15,United States,Texas,Houston,Positive
1018529690318000130,7/15/2018 9:16,United States,New Mexico,Albuquerque,Negative
1018529744973910016,7/15/2018 9:16,Portugal,,,Negative
1018530028580147201,7/15/2018 9:17,Canada,Québec,Qumbec,Negative
1018530106489307136,7/15/2018 9:17,United Kingdom,Yorkshire and the Humber,,Positive
1018530181579882496,7/15/2018 9:18,Korea,Busan,Busan,Negative
1018530203197304835,7/15/2018 9:18,Ghana,Greater Accra,Tema,Positive
1018530218011578368,7/15/2018 9:18,Indonesia,,,Positive
1018530263285092352,7/15/2018 9:18,United States,New Jersey,New York,Negative
1018530295778246656,7/15/2018 9:18,United Kingdom,Greater London,London,Positive
1018530313348222976,7/15/2018 9:18,Brazil,Paraná,,Negative
1018530321132761088,7/15/2018 9:18,Japan,,,Positive
1018530320960770048,7/15/2018 9:18,Australia,Western Australia,Perth,Negative
1018530326883250176,7/15/2018 9:18,Mexico,Distrito Federal,Mexico City,Negative
1018530380003995653,7/15/2018 9:19,Australia,New South Wales,Sydney,Positive
1018530395850043393,7/15/2018 9:19,Sri Lanka,Kŏḷamba,Colombo,Positive
1018530441396146179,7/15/2018 9:19,Brazil,Maranhão,Sdo Lu1s,Positive
1018530522656624640,7/15/2018 9:19,India,,,Positive
1018530546538950656,7/15/2018 9:19,Tanzania,Dar-Es-Salaam,Dar es Salaam,Positive
1018530636536016896,7/15/2018 9:20,Indonesia,Jakarta Raya,Jakarta,Positive
1018530650326892544,7/15/2018 9:20,United States,,,Positive
1018530655184064512,7/15/2018 9:20,Kenya,Nairobi,Nairobi,Positive
1018530679322226688,7/15/2018 9:20,Morocco,,,Positive
1018530707059208198,7/15/2018 9:20,Brazil,Rio Grande do Sul,Porto Alegre,Negative
1018530815880331265,7/15/2018 9:20,United Kingdom,Greater London,London,Positive
1018530814890532864,7/15/2018 9:20,Pakistan,Punjab,Rawalpindi,Positive
1018530828425441282,7/15/2018 9:20,United States,California,,Positive
1018530860742692869,7/15/2018 9:20,United States,Massachusetts,Boston,Positive
1018530874889916416,7/15/2018 9:20,United States,California,,Positive
1018530985330266112,7/15/2018 9:21,Indonesia,Jakarta Raya,Jakarta,Negative
1018530993504829440,7/15/2018 9:21,Ghana,Greater Accra,Accra,Positive
1018531021736873985,7/15/2018 9:21,India,Chandigarh,Chandigarh,Positive
1018531024060338176,7/15/2018 9:21,United Kingdom,Greater London,London,Positive
1018531345440624640,7/15/2018 9:22,South Africa,Limpopo,Polokwane,Positive
1018531608255762433,7/15/2018 9:23,United States,Texas,,Positive
1018531632544768000,7/15/2018 9:23,Pakistan,Sind,Karachi,Positive
1018531632784072704,7/15/2018 9:23,Brazil,Rio de Janeiro,,Negative
1018531659908636676,7/15/2018 9:24,United States,,,Positive
1018531660403499008,7/15/2018 9:24,Mexico,Distrito Federal,Mexico City,Negative
1018531707308273665,7/15/2018 9:24,United States,California,,Positive
1018531718813192192,7/15/2018 9:24,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018531836274847745,7/15/2018 9:24,Spain,Galicia,Vigo,Positive
1018531874061287424,7/15/2018 9:24,United States,Virginia,"Washington, D.C.",Positive
1018531896857448450,7/15/2018 9:25,Brazil,São Paulo,Sao Paulo,Negative
1018531936283881472,7/15/2018 9:25,Brazil,São Paulo,Sao Paulo,Negative
1018531951429505025,7/15/2018 9:25,Mexico,Morelos,Cuernavaca,Positive
1018531958811340801,7/15/2018 9:25,Philippines,National Capital Region,Manila,Positive
1018531984979759104,7/15/2018 9:25,Venezuela,Distrito Capital,Caracas,Positive
1018531987026411520,7/15/2018 9:25,United Kingdom,,,Positive
1018532007070973952,7/15/2018 9:25,Sri Lanka,Kŏḷamba,Colombo,Positive
1018532051648212992,7/15/2018 9:25,Colombia,Bogota,Bogota,Positive
1018532058489028608,7/15/2018 9:25,United States,New York,New York,Positive
1018532101589819393,7/15/2018 9:25,Kenya,,,Positive
1018532105708421120,7/15/2018 9:25,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018532136515559429,7/15/2018 9:25,United Kingdom,,,Positive
1018532149631127554,7/15/2018 9:26,United States,California,Irvine,Positive
1018532200000569345,7/15/2018 9:26,Indonesia,Jakarta Raya,Jakarta,Positive
1018532302140461057,7/15/2018 9:26,South Africa,,,Positive
1018532305294561280,7/15/2018 9:26,Brazil,Rio Grande do Sul,Sao Borja,Positive
1018532311585914880,7/15/2018 9:26,New Zealand,,,Negative
1018532346281197569,7/15/2018 9:26,Mexico,Distrito Federal,Mexico City,Negative
1018532368204861440,7/15/2018 9:26,Turkey,Aegean Region,Izmir,Negative
1018532446307004416,7/15/2018 9:27,United States,Ohio,Cleveland,Negative
1018532465361735682,7/15/2018 9:27,Philippines,,,Positive
1018532534261600256,7/15/2018 9:27,South Africa,,,Negative
1018532566297731076,7/15/2018 9:27,Canada,Ontario,Toronto,Negative
1018532585864122368,7/15/2018 9:27,United Kingdom,Greater London,London,Positive
1018532584584818688,7/15/2018 9:27,France,Île-de-France,Paris,Positive
1018532639588921346,7/15/2018 9:27,Russia,Central,,Positive
1018532646069067779,7/15/2018 9:28,United Kingdom,Greater London,London,Positive
1018532650200584192,7/15/2018 9:28,United States,Pennsylvania,Philadelphia,Positive
1018532653648302080,7/15/2018 9:28,India,,,Positive
1018532687685054467,7/15/2018 9:28,Ireland,Dublin,Dublin,Negative
1018532700322320389,7/15/2018 9:28,Australia,New South Wales,Sydney,Negative
1018532765577482242,7/15/2018 9:28,Brazil,,,Positive
1018532783793172485,7/15/2018 9:28,United States,New York,New York,Positive
1018532843704799234,7/15/2018 9:28,Indonesia,,,Positive
1018532854509330433,7/15/2018 9:28,Brazil,Santa Catarina,,Positive
1018532859269836801,7/15/2018 9:28,United States,Tennessee,Memphis,Positive
1018532876445454336,7/15/2018 9:28,Brazil,São Paulo,Sao Paulo,Positive
1018532876084760576,7/15/2018 9:28,United Kingdom,East,Southend-on-Sea,Positive
1018532886176100352,7/15/2018 9:28,Indonesia,,,Positive
1018532895965642753,7/15/2018 9:29,Indonesia,Jawa Barat,Bandung,Positive
1018532901783310336,7/15/2018 9:29,Kenya,Nairobi,Nairobi,Positive
1018532937166409728,7/15/2018 9:29,Colombia,Valle del Cauca,Cali,Positive
1018532938646999040,7/15/2018 9:29,Ecuador,Azuay,Cuenca,Positive
1018532952047849472,7/15/2018 9:29,Ireland,Dublin,Dublin,Positive
1018532956820856832,7/15/2018 9:29,Indonesia,,,Positive
1018532995475607552,7/15/2018 9:29,South Africa,,,Negative
1018533002572419072,7/15/2018 9:29,United States,Montana,Helena,Positive
1018533003897724928,7/15/2018 9:29,Pakistan,Punjab,Lahore,Positive
1018533055588233216,7/15/2018 9:29,Indonesia,,,Positive
1018533073640620032,7/15/2018 9:29,Colombia,Bogota,Bogota,Positive
1018533079546134528,7/15/2018 9:29,United States,Georgia,,Positive
1018533098844278789,7/15/2018 9:29,South Africa,Eastern Cape,Port Elizabeth,Negative
1018533103424495617,7/15/2018 9:29,United States,,,Positive
1018533104737308672,7/15/2018 9:29,India,,,Positive
1018533115587956736,7/15/2018 9:29,Zambia,,,Positive
1018533142817329153,7/15/2018 9:29,Nepal,Bagmati,Kathmandu,Positive
1018533173062459392,7/15/2018 9:30,Nigeria,Federal Capital Territory,Abuja,Positive
1018533265983098880,7/15/2018 9:30,South Africa,,,Positive
1018533277798420483,7/15/2018 9:30,Brazil,Paraná,,Positive
1018533300770689024,7/15/2018 9:30,United States,,,Positive
1018533315333296128,7/15/2018 9:30,Brazil,Acre,Rio Branco,Positive
1018533610041864192,7/15/2018 9:31,Egypt,Al Qahirah,Cairo,Negative
1018533612461830144,7/15/2018 9:31,Pakistan,Punjab,,Positive
1018533654556037126,7/15/2018 9:32,India,Tamil Nadu,Chennai,Positive
1018533679809716226,7/15/2018 9:32,Brazil,São Paulo,Sao Paulo,Positive
1018533718154043392,7/15/2018 9:32,India,Madhya Pradesh,Bhopal,Positive
1018533784197607424,7/15/2018 9:32,Indonesia,Kalimantan Timur,Samarinda,Positive
1018533791202193410,7/15/2018 9:32,South Africa,,,Positive
1018533852770439168,7/15/2018 9:32,Peru,Lima Province,Lima,Positive
1018533884970102785,7/15/2018 9:32,Indonesia,Jawa Tengah,Semarang,Positive
1018533912031657984,7/15/2018 9:33,South Africa,,,Positive
1018534034090143745,7/15/2018 9:33,Panama,Panama,Panama City,Negative
1018534175329177601,7/15/2018 9:34,Pakistan,,,Positive
1018534608990883841,7/15/2018 9:35,South Africa,,,Positive
1018534630868312064,7/15/2018 9:35,Guinea,,,Negative
1018534725571362816,7/15/2018 9:36,Indonesia,Jakarta Raya,Jakarta,Positive
1018534969851940864,7/15/2018 9:37,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018534969897992192,7/15/2018 9:37,United States,New York,New York,Positive
1018534980979310592,7/15/2018 9:37,Somalia,,,Positive
1018535065154932736,7/15/2018 9:37,Germany,,,Positive
1018535208138739714,7/15/2018 9:38,United States,Missouri,,Negative
1018535459188690944,7/15/2018 9:39,Brazil,,,Negative
1018535466574835712,7/15/2018 9:39,Poland,,,Positive
1018535547533385729,7/15/2018 9:39,India,,,Negative
1018535616328470528,7/15/2018 9:39,Mexico,,,Positive
1018535741926854657,7/15/2018 9:40,Brazil,Piauí,Parnaiba,Negative
1018535924370731008,7/15/2018 9:41,Brazil,,,Positive
1018536039332438016,7/15/2018 9:41,India,Maharashtra,Pune,Positive
1018536062208143360,7/15/2018 9:41,United States,Louisiana,,Negative
1018536179023560704,7/15/2018 9:42,Nigeria,Akwa Ibom,Uyo,Positive
1018536237131370496,7/15/2018 9:42,Thailand,Central,Bangkok,Positive
1018536354630729728,7/15/2018 9:42,Panama,Panama,Panama City,Positive
1018536488013885440,7/15/2018 9:43,Spain,País Vasco,Bilbao,Negative
1018536697192173570,7/15/2018 9:44,Uganda,Central,Kampala,Positive
1018536750157836289,7/15/2018 9:44,China,Jiangsu,Nanjing,Positive
1018536831510614016,7/15/2018 9:44,Italy,,,Positive
1018536835377532929,7/15/2018 9:44,Brazil,Rio de Janeiro,,Positive
1018536881410265088,7/15/2018 9:44,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018537238722895872,7/15/2018 9:46,Malaysia,Selangor,Kuala Lumpur,Positive
1018537653917093892,7/15/2018 9:47,United Kingdom,,,Negative
1018537700981387265,7/15/2018 9:48,Mexico,Yucatán,Merida,Positive
1018538333201367040,7/15/2018 9:50,Brazil,,,Positive
1018538393855250433,7/15/2018 9:50,Croatia,Grad Zagreb,Zagreb,Negative
1018538487904169986,7/15/2018 9:51,Brazil,,,Positive
1018538876518817793,7/15/2018 9:52,Philippines,National Capital Region,Manila,Positive
1018538882718208000,7/15/2018 9:52,Saudi Arabia,,,Positive
1018538896676851712,7/15/2018 9:52,Brazil,Maranhão,Sdo Lu1s,Positive
1018538921943359489,7/15/2018 9:52,India,Delhi,Delhi,Positive
1018538957099995136,7/15/2018 9:53,United States,,,Positive
1018538974715916288,7/15/2018 9:53,United States,California,,Positive
1018539010782707712,7/15/2018 9:53,United Kingdom,North West,Manchester,Positive
1018539083256287237,7/15/2018 9:53,Brazil,,,Positive
1018539177925738502,7/15/2018 9:53,India,Madhya Pradesh,Indore,Positive
1018539192471736325,7/15/2018 9:54,Turkey,Black Sea Region,Trabzon,Positive
1018539200054874112,7/15/2018 9:54,Mexico,Distrito Federal,Mexico City,Positive
1018539229377277953,7/15/2018 9:54,India,,,Positive
1018539234888564736,7/15/2018 9:54,India,West Bengal,Kolkata,Negative
1018539241045815296,7/15/2018 9:54,Indonesia,Jakarta Raya,Jakarta,Positive
1018539272809443328,7/15/2018 9:54,India,Assam,Silchar,Positive
1018539273803436033,7/15/2018 9:54,Brazil,São Paulo,Sao Paulo,Negative
1018539280552157185,7/15/2018 9:54,South Africa,Gauteng,Pretoria,Positive
1018539296972668928,7/15/2018 9:54,India,Uttar Pradesh,Ghaziabad,Positive
1018539344062119936,7/15/2018 9:54,Japan,Tokyo,Tokyo,Positive
1018539347686166528,7/15/2018 9:54,Colombia,Bogota,Bogota,Positive
1018539432419340288,7/15/2018 9:54,China,Jiangsu,Nanjing,Positive
1018539490422423554,7/15/2018 9:55,Spain,Cataluña,Barcelona,Positive
1018539487796711427,7/15/2018 9:55,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018539488056893443,7/15/2018 9:55,United States,Nevada,Las Vegas,Positive
1018539497263230976,7/15/2018 9:55,Canada,British Columbia,Vancouver,Positive
1018539495967191040,7/15/2018 9:55,United Kingdom,Greater London,London,Positive
1018539527420313600,7/15/2018 9:55,United Kingdom,North West,Manchester,Positive
1018539531069341697,7/15/2018 9:55,Spain,,,Positive
1018539537268649991,7/15/2018 9:55,India,Karnataka,Bangalore,Positive
1018539543383830529,7/15/2018 9:55,Malaysia,,,Positive
1018539560295391233,7/15/2018 9:55,Sweden,Uppsala,Uppsala,Positive
1018539565513105411,7/15/2018 9:55,Pakistan,,,Positive
1018539567668920327,7/15/2018 9:55,Spain,Canary Is.,Las Palmas,Positive
1018539592910360577,7/15/2018 9:55,Brazil,São Paulo,Sao Paulo,Negative
1018539603190534152,7/15/2018 9:55,Puerto Rico,Puerto Rico,San Juan,Positive
1018539617153413120,7/15/2018 9:55,United Kingdom,North West,Manchester,Positive
1018539625139367937,7/15/2018 9:55,United States,New York,New York,Positive
1018539623075622912,7/15/2018 9:55,Korea,,,Positive
1018539632407924736,7/15/2018 9:55,United States,Nevada,Las Vegas,Positive
1018539635230720001,7/15/2018 9:55,Australia,,,Positive
1018539653085978624,7/15/2018 9:55,India,,,Positive
1018539667388416005,7/15/2018 9:55,France,Île-de-France,Paris,Positive
1018539685432496128,7/15/2018 9:55,Jamaica,,,Positive
1018539720597438469,7/15/2018 9:56,Brazil,São Paulo,Santos,Positive
1018539748661563392,7/15/2018 9:56,United States,Pennsylvania,Philadelphia,Positive
1018539748816809985,7/15/2018 9:56,Nigeria,Federal Capital Territory,Abuja,Positive
1018539751991840769,7/15/2018 9:56,Nigeria,Osun,Oshogbo,Positive
1018539772770480128,7/15/2018 9:56,United States,,,Positive
1018539800377331712,7/15/2018 9:56,Brazil,,,Positive
1018539823236251650,7/15/2018 9:56,South Africa,Gauteng,Johannesburg,Negative
1018539828563017728,7/15/2018 9:56,Brazil,São Paulo,Sao Carlos,Positive
1018539860553093120,7/15/2018 9:56,South Africa,,,Positive
1018539862797021184,7/15/2018 9:56,United States,Michigan,,Positive
1018539880106766336,7/15/2018 9:56,India,Andhra Pradesh,Hyderabad,Positive
1018539926432993280,7/15/2018 9:56,Italy,,,Positive
1018539927787724801,7/15/2018 9:56,Italy,Toscana,Florence,Positive
1018539928106426369,7/15/2018 9:56,Egypt,Al Qahirah,Cairo,Positive
1018539931117842433,7/15/2018 9:56,India,,,Positive
1018539957068025857,7/15/2018 9:57,Azerbaijan,,,Negative
1018539953767059456,7/15/2018 9:57,India,,,Positive
1018539978819801088,7/15/2018 9:57,United States,California,Los Angeles,Positive
1018540007856922624,7/15/2018 9:57,Malaysia,,,Positive
1018540007513083905,7/15/2018 9:57,Uruguay,Maldonado,,Positive
1018540016518221824,7/15/2018 9:57,South Africa,North West,Rustenburg,Positive
1018540033257689088,7/15/2018 9:57,Ghana,Greater Accra,Accra,Positive
1018540054849998849,7/15/2018 9:57,United Kingdom,West Midlands,Birmingham,Positive
1018540063020363776,7/15/2018 9:57,France,Île-de-France,Paris,Positive
1018540083396296705,7/15/2018 9:57,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018540092787486720,7/15/2018 9:57,Poland,,,Positive
1018540118708310016,7/15/2018 9:57,United States,Massachusetts,Lowell,Positive
1018540152854056964,7/15/2018 9:57,United States,Texas,,Positive
1018540169912188930,7/15/2018 9:57,Indonesia,Jakarta Raya,Jakarta,Positive
1018540207023579143,7/15/2018 9:58,India,,,Positive
1018540206004133888,7/15/2018 9:58,United Kingdom,,,Positive
1018540232143265792,7/15/2018 9:58,India,Delhi,Delhi,Positive
1018540276481183744,7/15/2018 9:58,Pakistan,Sind,Karachi,Negative
1018540296597012480,7/15/2018 9:58,Mexico,Coahuila,Torreon,Positive
1018540390658527235,7/15/2018 9:58,Argentina,La Rioja,La Rioja,Positive
1018540396165718016,7/15/2018 9:58,United States,,,Positive
1018540416965148672,7/15/2018 9:58,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018540548796420097,7/15/2018 9:59,United States,,,Positive
1018540553317830658,7/15/2018 9:59,South Africa,Gauteng,Johannesburg,Positive
1018540554429313024,7/15/2018 9:59,Argentina,Buenos Aires,Viedma,Positive
1018540655000408064,7/15/2018 9:59,Mexico,Distrito Federal,Mexico City,Negative
1018540662223003650,7/15/2018 9:59,United States,,,Positive
1018540699887624192,7/15/2018 10:00,United States,California,San Francisco,Positive
1018540707399823361,7/15/2018 10:00,Canada,Nova Scotia,Halifax,Positive
1018540734889119745,7/15/2018 10:00,Japan,Tokyo,Tokyo,Positive
1018540766254325761,7/15/2018 10:00,South Africa,Northern Cape,Kimberley,Positive
1018540764089933825,7/15/2018 10:00,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018540785661284353,7/15/2018 10:00,France,,,Positive
1018540788635111425,7/15/2018 10:00,United States,California,Los Angeles,Negative
1018540790103068672,7/15/2018 10:00,India,Punjab,,Positive
1018540820805439489,7/15/2018 10:00,Kenya,Nairobi,Nairobi,Positive
1018540818641104896,7/15/2018 10:00,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018540817047261184,7/15/2018 10:00,Brazil,Ceará,Fortaleza,Positive
1018540820163629064,7/15/2018 10:00,Brazil,,,Positive
1018540827558273025,7/15/2018 10:00,United States,Pennsylvania,,Positive
1018540846436749314,7/15/2018 10:00,United States,Florida,Tampa,Positive
1018540874291007489,7/15/2018 10:00,Brazil,Rio Grande do Sul,,Positive
1018540879492116480,7/15/2018 10:00,South Africa,Gauteng,Pretoria,Positive
1018540877864583168,7/15/2018 10:00,Zambia,,,Positive
1018540896378183680,7/15/2018 10:00,India,Karnataka,Bangalore,Positive
1018540897972183040,7/15/2018 10:00,India,Maharashtra,Mumbai,Positive
1018540910286725120,7/15/2018 10:00,United Kingdom,Eastern,Dundee,Positive
1018540914568916992,7/15/2018 10:00,Thailand,Central,Bangkok,Positive
1018541005904195589,7/15/2018 10:01,South Africa,,,Positive
1018541017497198592,7/15/2018 10:01,Indonesia,,,Positive
1018541035931226114,7/15/2018 10:01,Spain,Madrid,Madrid,Positive
1018541036224868352,7/15/2018 10:01,France,Alsace,,Positive
1018541039743897603,7/15/2018 10:01,Turkey,Aegean Region,Izmir,Positive
1018541098262827008,7/15/2018 10:01,United States,Florida,Miami,Positive
1018541167263256577,7/15/2018 10:01,United States,Georgia,Atlanta,Positive
1018541202017280001,7/15/2018 10:02,France,Rhône-Alpes,,Positive
1018541210271698944,7/15/2018 10:02,United Kingdom,Greater London,London,Positive
1018541216449859586,7/15/2018 10:02,South Africa,Gauteng,Pretoria,Positive
1018541219922759681,7/15/2018 10:02,Colombia,Bogota,Bogota,Positive
1018541221038383104,7/15/2018 10:02,India,,,Positive
1018541225886998528,7/15/2018 10:02,United States,California,Los Angeles,Positive
1018541294778568709,7/15/2018 10:02,United States,New York,New York,Positive
1018541386826579968,7/15/2018 10:02,United Kingdom,Greater London,London,Positive
1018541398663028737,7/15/2018 10:02,United States,Ohio,Cincinnati,Positive
1018541419709861890,7/15/2018 10:02,Indonesia,,,Positive
1018541421152763904,7/15/2018 10:02,Qatar,Ad Dawhah,Doha,Positive
1018541461141442560,7/15/2018 10:03,Kenya,Rift Valley,Nakuru,Positive
1018541463066456066,7/15/2018 10:03,Korea,Seoul,Seoul,Positive
1018541483778039808,7/15/2018 10:03,Mexico,Yucatán,Merida,Positive
1018541501989642241,7/15/2018 10:03,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018541528258568192,7/15/2018 10:03,Korea,Seoul,Seoul,Positive
1018541541797781505,7/15/2018 10:03,Indonesia,,,Positive
1018541562719031296,7/15/2018 10:03,United States,New York,New York,Positive
1018541565864697857,7/15/2018 10:03,India,,,Positive
1018541569639497728,7/15/2018 10:03,Indonesia,,,Negative
1018541575448584197,7/15/2018 10:03,Indonesia,,,Positive
1018541590325981184,7/15/2018 10:03,Bahamas,New Providence,Nassau,Positive
1018541627739181056,7/15/2018 10:03,Ireland,Dublin,Dublin,Positive
1018541663592046593,7/15/2018 10:03,United States,Texas,,Positive
1018541698186555392,7/15/2018 10:03,India,,,Positive
1018541805837668354,7/15/2018 10:04,Poland,,,Positive
1018541842009387008,7/15/2018 10:04,Kenya,Nairobi,Nairobi,Positive
1018541891229503489,7/15/2018 10:04,United Kingdom,South East,Oxford,Positive
1018541961077317632,7/15/2018 10:05,United States,Florida,,Positive
1018541983701372928,7/15/2018 10:05,United Kingdom,Greater London,London,Positive
1018542000533004290,7/15/2018 10:05,Vietnam,Đông Bắc,Hanoi,Positive
1018542019638104064,7/15/2018 10:05,Mexico,Distrito Federal,Mexico City,Positive
1018542025145307137,7/15/2018 10:05,Kenya,Rift Valley,Nakuru,Positive
1018542043616960512,7/15/2018 10:05,Ecuador,El Oro,Machala,Negative
1018542136621334528,7/15/2018 10:05,Indonesia,Jakarta Raya,Jakarta,Positive
1018542139238690816,7/15/2018 10:05,Dominican Rep.,La Vega,Santiago,Positive
1018542175016177669,7/15/2018 10:05,France,Aquitaine,Bordeaux,Positive
1018542231215456256,7/15/2018 10:06,Japan,,,Positive
1018542273234194432,7/15/2018 10:06,United Kingdom,West Wales and the Valleys,Cardiff,Positive
1018542354461003778,7/15/2018 10:06,Pakistan,Sind,Karachi,Positive
1018542397175795717,7/15/2018 10:06,United Kingdom,East,Luton,Positive
1018542415072890882,7/15/2018 10:06,Bolivia,Santa Cruz,Santa Cruz,Negative
1018542418239451137,7/15/2018 10:06,Indonesia,Jakarta Raya,Jakarta,Positive
1018542430382157825,7/15/2018 10:06,Venezuela,Aragua,Maracay,Positive
1018542501052014593,7/15/2018 10:07,Saudi Arabia,Ar Riyad,Riyadh,Positive
1018542519519469568,7/15/2018 10:07,Canada,Ontario,Toronto,Positive
1018542534329618433,7/15/2018 10:07,Uganda,Central,Kampala,Positive
1018542555556929538,7/15/2018 10:07,Saudi Arabia,,,Positive
1018542564830572545,7/15/2018 10:07,Kenya,Nairobi,Nairobi,Positive
1018542605897031680,7/15/2018 10:07,Colombia,Bogota,Bogota,Positive
1018542619985661953,7/15/2018 10:07,India,Maharashtra,Mumbai,Positive
1018542672460464128,7/15/2018 10:07,Indonesia,Jawa Tengah,,Positive
1018542685236400133,7/15/2018 10:07,Mexico,,,Positive
1018542693239214080,7/15/2018 10:07,Lebanon,Beirut,Beirut,Positive
1018542720229494784,7/15/2018 10:08,Russia,Central,Moscow,Positive
1018542775787286534,7/15/2018 10:08,Yemen,,,Positive
1018542814383235072,7/15/2018 10:08,Japan,Tokyo,Tokyo,Positive
1018542894477606912,7/15/2018 10:08,France,,,Positive
1018542897673760768,7/15/2018 10:08,France,Aquitaine,Bordeaux,Positive
1018542907903610881,7/15/2018 10:08,Kenya,Nairobi,Nairobi,Positive
1018542923019739137,7/15/2018 10:08,India,Tamil Nadu,Chennai,Positive
1018542967622111232,7/15/2018 10:09,Spain,,,Positive
1018542974219837440,7/15/2018 10:09,United Kingdom,Eastern,,Positive
1018542977436745730,7/15/2018 10:09,South Africa,Gauteng,Johannesburg,Positive
1018542982226640897,7/15/2018 10:09,Colombia,Bogota,Bogota,Positive
1018543013172310017,7/15/2018 10:09,Brazil,São Paulo,Sao Paulo,Positive
1018543118545833987,7/15/2018 10:09,Pakistan,,,Negative
1018543187751776257,7/15/2018 10:09,Mexico,Distrito Federal,Mexico City,Negative
1018543251224051712,7/15/2018 10:10,Brazil,,,Positive
1018543301786587136,7/15/2018 10:10,South Africa,Gauteng,Benoni,Positive
1018543317175300097,7/15/2018 10:10,India,Maharashtra,Mumbai,Positive
1018543378294824960,7/15/2018 10:10,Korea,,,Negative
1018543441104564225,7/15/2018 10:10,United Kingdom,,,Positive
1018543458947092481,7/15/2018 10:10,Mexico,Distrito Federal,Mexico City,Positive
1018543593772838912,7/15/2018 10:11,United States,California,Los Angeles,Positive
1018543593835909121,7/15/2018 10:11,United States,,,Positive
1018543603885305856,7/15/2018 10:11,India,,,Positive
1018543611456126977,7/15/2018 10:11,Indonesia,,,Positive
1018543668179988481,7/15/2018 10:11,El Salvador,San Salvador,San Salvador,Positive
1018543792796913665,7/15/2018 10:12,India,,,Positive
1018543791219752960,7/15/2018 10:12,Mexico,Distrito Federal,Mexico City,Positive
1018544069780307968,7/15/2018 10:13,Peru,Lima Province,Lima,Negative
1018544116991315968,7/15/2018 10:13,Indonesia,,,Positive
1018544125275041792,7/15/2018 10:13,Philippines,National Capital Region,Manila,Positive
1018544137124139008,7/15/2018 10:13,France,,,Positive
1018544137644240896,7/15/2018 10:13,Kenya,Nairobi,Nairobi,Positive
1018544203603771392,7/15/2018 10:13,United States,California,Irvine,Positive
1018544314614452231,7/15/2018 10:14,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018544355982729216,7/15/2018 10:14,India,Tamil Nadu,Thanjavur,Positive
1018544357945892864,7/15/2018 10:14,United Kingdom,,,Positive
1018544384801849344,7/15/2018 10:14,Indonesia,Jakarta Raya,Jakarta,Positive
1018544421414080512,7/15/2018 10:14,United States,,,Positive
1018544432189181952,7/15/2018 10:14,India,,,Positive
1018544538997153792,7/15/2018 10:15,Colombia,Atlántico,Barranquilla,Positive
1018544540628799489,7/15/2018 10:15,Mexico,Distrito Federal,Mexico City,Negative
1018544560467668992,7/15/2018 10:15,France,Île-de-France,Paris,Positive
1018544579203686400,7/15/2018 10:15,Canada,Ontario,Toronto,Positive
1018544625286635521,7/15/2018 10:15,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018544632014229504,7/15/2018 10:15,Spain,Cataluña,Barcelona,Positive
1018544631498223617,7/15/2018 10:15,United States,,,Positive
1018544672585551872,7/15/2018 10:15,Italy,,,Positive
1018544797416607744,7/15/2018 10:16,India,Uttar Pradesh,,Positive
1018544810670489600,7/15/2018 10:16,United States,California,Los Angeles,Positive
1018544824348225536,7/15/2018 10:16,United Kingdom,Greater London,London,Positive
1018544887476768769,7/15/2018 10:16,United States,Iowa,Waterloo,Positive
1018544906103656448,7/15/2018 10:16,United States,Michigan,,Negative
1018544906170757123,7/15/2018 10:16,Saudi Arabia,,,Positive
1018544912290045952,7/15/2018 10:16,India,Maharashtra,Mumbai,Positive
1018544967818534918,7/15/2018 10:16,United States,Hawaii,,Positive
1018544982720958465,7/15/2018 10:17,Brazil,,,Positive
1018545084181221379,7/15/2018 10:17,Turkey,Marmara Region,Istanbul,Negative
1018545100878766082,7/15/2018 10:17,India,Tamil Nadu,Chennai,Positive
1018545182806020097,7/15/2018 10:17,Nigeria,Lagos,Lagos,Positive
1018545276183695360,7/15/2018 10:18,India,Tamil Nadu,Chennai,Positive
1018545280105447426,7/15/2018 10:18,Honduras,,,Positive
1018545312049360896,7/15/2018 10:18,Mexico,México,Mexico City,Negative
